,number_in_list,fold_enrichment,fdr,expected,number_in_reference,pValue,plus_minus,id,label
807,12,1.4598101265822785,0.9166832566769388,8.220247127682637,24,0.3369791043653169,+,GO:1990542,mitochondrial transmembrane transport
808,5,1.8247626582278482,0.9166236549543808,2.740082375894212,8,0.33737422059057964,+,GO:0010921,regulation of phosphatase activity
809,5,1.8247626582278482,0.9154920208124618,2.740082375894212,8,0.33737422059057964,+,GO:0072384,organelle transport along microtubule
810,5,1.8247626582278482,0.9143631773835932,2.740082375894212,8,0.33737422059057964,+,GO:0006783,heme biosynthetic process
811,5,1.8247626582278482,0.9132371143572587,2.740082375894212,8,0.33737422059057964,+,GO:0000479,"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
812,5,1.8247626582278482,0.9121138214736704,2.740082375894212,8,0.33737422059057964,+,GO:0000478,endonucleolytic cleavage involved in rRNA processing
813,5,1.8247626582278482,0.9109932885234571,2.740082375894212,8,0.33737422059057964,+,GO:0051653,spindle localization
814,8,1.5571308016877639,0.9115202436991373,5.137654454801647,15,0.33798407580291034,+,GO:0010952,positive regulation of peptidase activity
815,8,1.5571308016877639,0.910403184576957,5.137654454801647,15,0.33798407580291034,+,GO:0010950,positive regulation of endopeptidase activity
816,8,1.5571308016877639,0.9092888599936315,5.137654454801647,15,0.33798407580291034,+,GO:0006986,response to unfolded protein
817,8,1.5571308016877639,0.9081772599202896,5.137654454801647,15,0.33798407580291034,+,GO:0015914,phospholipid transport
818,8,1.5571308016877639,0.9070683743770415,5.137654454801647,15,0.33798407580291034,+,GO:2000116,regulation of cysteine-type endopeptidase activity
819,8,1.5571308016877639,0.9059621934326793,5.137654454801647,15,0.33798407580291034,+,GO:0000018,regulation of DNA recombination
820,8,1.5571308016877639,0.9048587072043812,5.137654454801647,15,0.33798407580291034,+,GO:0034620,cellular response to unfolded protein
842,28,1.238626774069812,0.8939633237035582,22.60567960112725,66,0.34286218465973595,+,GO:0006310,DNA recombination
844,12,1.4014177215189874,0.9000977202822418,8.562757424669412,25,0.3460339279519992,+,GO:0007033,vacuole organization
854,29,1.2270867730691617,0.9073874340500483,23.633210492087578,69,0.3529646297146457,+,GO:0010970,transport along microtubule
855,29,1.2270867730691617,0.9063274020009244,23.633210492087578,69,0.3529646297146457,+,GO:0099111,microtubule-based transport
856,74,1.1371152564956697,0.9068714446053588,65.07695642748753,190,0.3535890937337546,+,GO:0051128,regulation of cellular component organization
857,8,1.4598101265822785,0.9139898457297171,5.480164751788424,16,0.35678038563971665,+,GO:1903008,organelle disassembly
858,8,1.4598101265822785,0.912925829611289,5.480164751788424,16,0.35678038563971665,+,GO:0055001,muscle cell development
859,8,1.4598101265822785,0.9118642879489502,5.480164751788424,16,0.35678038563971665,+,GO:1901880,negative regulation of protein depolymerization
867,23,1.2435419596812003,0.9158943901519612,18.49555603728593,54,0.36169077827657065,+,GO:0016197,endosomal transport
870,5,1.6220112517580874,0.9267965794671168,3.0825926728809883,9,0.36726106492987204,+,GO:0009167,purine ribonucleoside monophosphate metabolic process
871,5,1.6220112517580874,0.925733739353049,3.0825926728809883,9,0.36726106492987204,+,GO:0009166,nucleotide catabolic process
872,5,1.6220112517580874,0.9246733341533319,3.0825926728809883,9,0.36726106492987204,+,GO:0009126,purine nucleoside monophosphate metabolic process
873,5,1.6220112517580874,0.9236153555101358,3.0825926728809883,9,0.36726106492987204,+,GO:0035304,regulation of protein dephosphorylation
874,5,1.6220112517580874,0.9225597951038386,3.0825926728809883,9,0.36726106492987204,+,GO:0032511,late endosome to vacuole transport via multivesicular body sorting pathway
875,5,1.6220112517580874,0.9215066446528067,3.0825926728809883,9,0.36726106492987204,+,GO:0006893,Golgi to plasma membrane transport
876,13,1.3555379746835443,0.9294882390148019,9.590288315629742,28,0.3708649616087267,+,GO:0045055,regulated exocytosis
877,68,1.1410010184781025,0.9297920026927444,59.596791675699116,174,0.3714091803294948,+,GO:0009891,positive regulation of biosynthetic process
884,9,1.4598101265822785,0.9361341117309667,6.1651853457619765,18,0.37692388029204077,+,GO:0009112,nucleobase metabolic process
885,9,1.4598101265822785,0.9350775269547467,6.1651853457619765,18,0.37692388029204077,+,GO:0006612,protein targeting to membrane
886,9,1.4598101265822785,0.934023324556827,6.1651853457619765,18,0.37692388029204077,+,GO:1905037,autophagosome organization
887,32,1.213348676639816,0.9334857806779994,26.37329286798179,77,0.37713165297637097,+,GO:0031503,protein-containing complex localization
888,19,1.2900647630261997,0.9409063769408731,14.727942770431389,43,0.380557674749971,+,GO:0006914,autophagy
889,19,1.2900647630261997,0.9398491787645351,14.727942770431389,43,0.380557674749971,+,GO:0009896,positive regulation of catabolic process
890,19,1.2900647630261997,0.9387943536480765,14.727942770431389,43,0.380557674749971,+,GO:0061919,process utilizing autophagic mechanism
891,32,1.1977929243752028,0.9383287025574908,26.715803164968566,78,0.3807958155965795,+,GO:0051650,establishment of vesicle localization
892,32,1.1977929243752028,0.9372779425322304,26.715803164968566,78,0.3807958155965795,+,GO:0051648,vesicle localization
895,3,2.189715189873418,0.935671709909898,1.370041187947106,4,0.3814203148677291,+,GO:0043551,regulation of phosphatidylinositol 3-kinase activity
896,3,2.189715189873418,0.9346285976357509,1.370041187947106,4,0.3814203148677291,+,GO:0110154,RNA decapping
897,3,2.189715189873418,0.933587808551524,1.370041187947106,4,0.3814203148677291,+,GO:0046470,phosphatidylcholine metabolic process
898,3,2.189715189873418,0.932549334904637,1.370041187947106,4,0.3814203148677291,+,GO:0043489,RNA stabilization
899,3,2.189715189873418,0.9315131689769651,1.370041187947106,4,0.3814203148677291,+,GO:0001522,pseudouridine synthesis
900,3,2.189715189873418,0.9304793030846489,1.370041187947106,4,0.3814203148677291,+,GO:0048255,mRNA stabilization
901,3,2.189715189873418,0.9294477295779031,1.370041187947106,4,0.3814203148677291,+,GO:0047496,vesicle transport along microtubule
902,3,2.189715189873418,0.928418440840829,1.370041187947106,4,0.3814203148677291,+,GO:0031056,regulation of histone modification
903,3,2.189715189873418,0.9273914292912263,1.370041187947106,4,0.3814203148677291,+,GO:1902369,negative regulation of RNA catabolic process
904,3,2.189715189873418,0.9263666873804073,1.370041187947106,4,0.3814203148677291,+,GO:0034982,mitochondrial protein processing
905,3,2.189715189873418,0.9253442075930117,1.370041187947106,4,0.3814203148677291,+,GO:0006221,pyrimidine nucleotide biosynthetic process
906,3,2.189715189873418,0.9243239824468231,1.370041187947106,4,0.3814203148677291,+,GO:0030856,regulation of epithelial cell differentiation
922,9,1.3829780146568953,0.9358941788749157,6.507695642748754,19,0.3930074281626693,+,GO:0032869,cellular response to insulin stimulus
923,14,1.3185381788485098,0.9352258011890497,10.61781920659007,31,0.3931522476336132,+,GO:0007249,I-kappaB kinase/NF-kappaB signaling
924,14,1.3185381788485098,0.9342147462688454,10.61781920659007,31,0.3931522476336132,+,GO:0017157,regulation of exocytosis
934,6,1.5925201380897585,0.9466198122190258,3.7676132668545415,11,0.40267949245895773,+,GO:0031532,actin cytoskeleton reorganization
935,6,1.5925201380897585,0.9456084662658004,3.7676132668545415,11,0.40267949245895773,+,GO:0045047,protein targeting to ER
936,6,1.5925201380897585,0.9445992790019094,3.7676132668545415,11,0.40267949245895773,+,GO:0072599,establishment of protein localization to endoplasmic reticulum
937,6,1.5925201380897585,0.9435922435232293,3.7676132668545415,11,0.40267949245895773,+,GO:0042593,glucose homeostasis
938,6,1.5925201380897585,0.942587352955047,3.7676132668545415,11,0.40267949245895773,+,GO:0033500,carbohydrate homeostasis
939,6,1.5925201380897585,0.9415846004519034,3.7676132668545415,11,0.40267949245895773,+,GO:0090114,COPII-coated vesicle budding
947,186,1.0711032881432103,0.9727795404064006,173.6527205722957,507,0.4195609664719143,+,GO:0065008,regulation of biological quality
953,22,1.2352239532619278,0.9731581253244679,17.81053544331238,52,0.42238073319360436,+,GO:0030258,lipid modification
954,58,1.1289198312236286,0.9740444627582644,51.376544548016476,150,0.4232085814077082,+,GO:0045934,negative regulation of nucleobase-containing compound metabolic process
955,10,1.3271001150747987,0.9746188265184852,7.535226533709083,22,0.4239015460198689,+,GO:1902850,microtubule cytoskeleton organization involved in mitosis
956,10,1.3271001150747987,0.9736004160414544,7.535226533709083,22,0.4239015460198689,+,GO:0007030,Golgi organization
957,10,1.3271001150747987,0.9725841316823297,7.535226533709083,22,0.4239015460198689,+,GO:0031669,cellular response to nutrient levels
958,10,1.3271001150747987,0.9715699667900645,7.535226533709083,22,0.4239015460198689,+,GO:0031668,cellular response to extracellular stimulus
961,16,1.2976090014064698,0.9707415837305552,12.330370691523953,36,0.42486506075923297,+,GO:0005996,monosaccharide metabolic process
962,6,1.4598101265822785,0.9706213170828711,4.110123563841318,12,0.4252540165381278,+,GO:0016571,histone methylation
963,6,1.4598101265822785,0.9696144484966855,4.110123563841318,12,0.4252540165381278,+,GO:0006099,tricarboxylic acid cycle
964,6,1.4598101265822785,0.9686096666847719,4.110123563841318,12,0.4252540165381278,+,GO:0006270,DNA replication initiation
968,3,1.7517721518987344,0.9729837289381849,1.7125514849338823,5,0.42894505611515066,+,GO:0009154,purine ribonucleotide catabolic process
969,3,1.7517721518987344,0.9719806529289702,1.7125514849338823,5,0.42894505611515066,+,GO:1902275,regulation of chromatin organization
970,3,1.7517721518987344,0.9709796429877458,1.7125514849338823,5,0.42894505611515066,+,GO:0070828,heterochromatin organization
971,3,1.7517721518987344,0.9699806927377583,1.7125514849338823,5,0.42894505611515066,+,GO:0006482,protein demethylation
972,3,1.7517721518987344,0.9689837958284698,1.7125514849338823,5,0.42894505611515066,+,GO:0031507,heterochromatin assembly
973,3,1.7517721518987344,0.9679889459354221,1.7125514849338823,5,0.42894505611515066,+,GO:0071218,cellular response to misfolded protein
974,3,1.7517721518987344,0.9669961367601037,1.7125514849338823,5,0.42894505611515066,+,GO:0008214,protein dealkylation
975,3,1.7517721518987344,0.9660053620298167,1.7125514849338823,5,0.42894505611515066,+,GO:0010810,regulation of cell-substrate adhesion
976,3,1.7517721518987344,0.9650166154975446,1.7125514849338823,5,0.42894505611515066,+,GO:0032874,positive regulation of stress-activated MAPK cascade
977,3,1.7517721518987344,0.9640298909418211,1.7125514849338823,5,0.42894505611515066,+,GO:0006620,posttranslational protein targeting to endoplasmic reticulum membrane
978,3,1.7517721518987344,0.9630451821665997,1.7125514849338823,5,0.42894505611515066,+,GO:0046330,positive regulation of JNK cascade
979,3,1.7517721518987344,0.9620624830011236,1.7125514849338823,5,0.42894505611515066,+,GO:0070304,positive regulation of stress-activated protein kinase signaling cascade
980,3,1.7517721518987344,0.9610817872997972,1.7125514849338823,5,0.42894505611515066,+,GO:0045814,"negative regulation of gene expression, epigenetic"
981,3,1.7517721518987344,0.9601030889420582,1.7125514849338823,5,0.42894505611515066,+,GO:0006220,pyrimidine nucleotide metabolic process
982,3,1.7517721518987344,0.9591263818322493,1.7125514849338823,5,0.42894505611515066,+,GO:0006536,glutamate metabolic process
983,3,1.7517721518987344,0.958151659899493,1.7125514849338823,5,0.42894505611515066,+,GO:0006896,Golgi to vacuole transport
984,3,1.7517721518987344,0.9571789170975645,1.7125514849338823,5,0.42894505611515066,+,GO:1901888,regulation of cell junction assembly
985,11,1.3963401210787012,0.9578841433434477,7.877736830695859,23,0.42969689050802523,+,GO:1902904,negative regulation of supramolecular fiber organization
986,30,1.1836298323640098,0.9579821001631622,25.345761977021457,74,0.4301766755509741,+,GO:0030031,cell projection assembly
987,30,1.1836298323640098,0.9570124826528756,25.345761977021457,74,0.4301766755509741,+,GO:0009894,regulation of catabolic process
988,31,1.1908977348434377,0.9677511174367457,26.030782570995015,76,0.4354439741332764,+,GO:0006164,purine nucleotide biosynthetic process
994,11,1.3381592827004218,0.9679697903235832,8.220247127682637,24,0.438184686702441,+,GO:0051494,negative regulation of cytoskeleton organization
1003,17,1.272654982148653,0.9675805932592555,13.357901582484283,39,0.44197038927765814,+,GO:0006261,DNA-dependent DNA replication
1004,1,2.919620253164557,0.9736356911106762,0.3425102969867765,1,0.4451791945251272,+,GO:0034587,piRNA metabolic process
1005,1,2.919620253164557,0.9726678623918783,0.3425102969867765,1,0.4451791945251272,+,GO:0042475,odontogenesis of dentin-containing tooth
1006,1,2.919620253164557,0.9717019558751039,0.3425102969867765,1,0.4451791945251272,+,GO:0001952,regulation of cell-matrix adhesion
1007,1,2.919620253164557,0.9707379658395134,0.3425102969867765,1,0.4451791945251272,+,GO:0006120,"mitochondrial electron transport, NADH to ubiquinone"
1008,1,2.919620253164557,0.969775886586947,0.3425102969867765,1,0.4451791945251272,+,GO:0034501,protein localization to kinetochore
1009,1,2.919620253164557,0.9688157124418114,0.3425102969867765,1,0.4451791945251272,+,GO:0002098,tRNA wobble uridine modification
1010,1,2.919620253164557,0.9678574377509689,0.3425102969867765,1,0.4451791945251272,+,GO:0016117,carotenoid biosynthetic process
1011,1,2.919620253164557,0.966901056883626,0.3425102969867765,1,0.4451791945251272,+,GO:0051642,centrosome localization
1012,1,2.919620253164557,0.9659465642312237,0.3425102969867765,1,0.4451791945251272,+,GO:1904659,glucose transmembrane transport
1013,1,2.919620253164557,0.964993954207327,0.3425102969867765,1,0.4451791945251272,+,GO:0090559,regulation of membrane permeability
1014,1,2.919620253164557,0.9640432212475168,0.3425102969867765,1,0.4451791945251272,+,GO:0044458,motile cilium assembly
1015,1,2.919620253164557,0.963094359809281,0.3425102969867765,1,0.4451791945251272,+,GO:0007095,mitotic G2 DNA damage checkpoint signaling
1016,1,2.919620253164557,0.9621473643719072,0.3425102969867765,1,0.4451791945251272,+,GO:0018216,peptidyl-arginine methylation
1017,1,2.919620253164557,0.9612022294363748,0.3425102969867765,1,0.4451791945251272,+,GO:0000972,transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery
1018,1,2.919620253164557,0.9602589495252498,0.3425102969867765,1,0.4451791945251272,+,GO:0034969,histone arginine methylation
1019,1,2.919620253164557,0.959317519182578,0.3425102969867765,1,0.4451791945251272,+,GO:0006895,Golgi to endosome transport
1020,32,1.1678481012658228,0.9627994393068761,27.400823758942117,80,0.447233042553376,+,GO:0072522,purine-containing compound biosynthetic process
1021,11,1.284632911392405,0.9691325773206451,8.562757424669412,25,0.45061578435928085,+,GO:0070646,protein modification by small protein removal
1023,24,1.1876421368804977,0.9688868394517166,20.208107522219816,59,0.45138313175548583,+,GO:0051130,positive regulation of cellular component organization
1026,12,1.3475170399221033,0.9741511350953804,8.90526772165619,26,0.45516524829069865,+,GO:0051651,maintenance of location in cell
1027,12,1.3475170399221033,0.9732035172596845,8.90526772165619,26,0.45516524829069865,+,GO:1903825,organic acid transmembrane transport
1028,12,1.3475170399221033,0.9722577412467985,8.90526772165619,26,0.45516524829069865,+,GO:1905039,carboxylic acid transmembrane transport
1029,12,1.3475170399221033,0.97131380169219,8.90526772165619,26,0.45516524829069865,+,GO:0006865,amino acid transport
1043,18,1.2221666176037682,0.9761857497504408,14.727942770431389,43,0.46366602490421305,+,GO:0008654,phospholipid biosynthetic process
1044,35,1.1612126006904488,0.9821529991448505,30.14090613483633,88,0.46694717202291575,+,GO:0030705,cytoskeleton-dependent intracellular transport
1054,7,1.3624894514767933,0.9792893034683525,5.137654454801647,15,0.47004104420341764,+,GO:0051156,glucose 6-phosphate metabolic process
1055,7,1.3624894514767933,0.9783619461734014,5.137654454801647,15,0.47004104420341764,+,GO:0051453,regulation of intracellular pH
1056,7,1.3624894514767933,0.9774363435753187,5.137654454801647,15,0.47004104420341764,+,GO:0051966,"regulation of synaptic transmission, glutamatergic"
1057,7,1.3624894514767933,0.9765124906985935,5.137654454801647,15,0.47004104420341764,+,GO:0000045,autophagosome assembly
1058,7,1.3624894514767933,0.9755903825865079,5.137654454801647,15,0.47004104420341764,+,GO:0007606,sensory perception of chemical stimulus
1060,71,1.1085189196507141,0.9746702480168885,64.04942553652721,187,0.4704845919681159,+,GO:0045935,positive regulation of nucleobase-containing compound metabolic process
1069,13,1.3087952859013532,0.9809514325905226,9.932798612616518,29,0.47753322696626893,+,GO:0098876,vesicle-mediated transport to the plasma membrane
1070,19,1.2059301045679691,0.9806394891910422,15.755473661391719,46,0.47782752180327853,+,GO:0006260,DNA replication
1071,420,1.0383069486275307,0.984013859548236,404.5046607413831,1181,0.4799194073865828,+,GO:0034645,cellular macromolecule biosynthetic process
1072,421,1.0381419988026002,0.9840740131678274,405.5321916323433,1184,0.4803964586574517,+,GO:0009059,macromolecule biosynthetic process
1078,61,1.1131052215189874,0.985061345032869,54.801647517884234,160,0.48356742096927463,+,GO:0030163,protein catabolic process
1079,37,1.1371152564956697,0.9852123900242467,32.538478213743765,95,0.484089800375881,+,GO:0000165,MAPK cascade
1080,13,1.265168776371308,0.9852351658049723,10.275308909603295,30,0.4845492330460305,+,GO:0009451,RNA modification
1081,13,1.265168776371308,0.984324597259866,10.275308909603295,30,0.4845492330460305,+,GO:0051052,regulation of DNA metabolic process
1082,13,1.265168776371308,0.9834157102817866,10.275308909603295,30,0.4845492330460305,+,GO:0045862,positive regulation of proteolysis
1083,20,1.2165084388185654,0.9844089915238806,16.440494255365273,48,0.4854865090135972,+,GO:0006650,glycerophospholipid metabolic process
1085,4,1.6683544303797468,0.9865812220010084,2.3975720789074355,7,0.48745550823161743,+,GO:0007212,dopamine receptor signaling pathway
1086,4,1.6683544303797468,0.9856736035815042,2.3975720789074355,7,0.48745550823161743,+,GO:0008277,regulation of G protein-coupled receptor signaling pathway
1087,4,1.6683544303797468,0.9847676535782125,2.3975720789074355,7,0.48745550823161743,+,GO:0032543,mitochondrial translation
1088,4,1.6683544303797468,0.9838633673949451,2.3975720789074355,7,0.48745550823161743,+,GO:0030336,negative regulation of cell migration
1089,4,1.6683544303797468,0.9829607404523809,2.3975720789074355,7,0.48745550823161743,+,GO:0046040,IMP metabolic process
1090,4,1.6683544303797468,0.9820597681879882,2.3975720789074355,7,0.48745550823161743,+,GO:2000146,negative regulation of cell motility
1091,4,1.6683544303797468,0.981160446055948,2.3975720789074355,7,0.48745550823161743,+,GO:0051271,negative regulation of cellular component movement
1092,4,1.6683544303797468,0.980262769527077,2.3975720789074355,7,0.48745550823161743,+,GO:0007004,telomere maintenance via telomerase
1093,4,1.6683544303797468,0.9793667340887524,2.3975720789074355,7,0.48745550823161743,+,GO:0006268,DNA unwinding involved in DNA replication
1094,4,1.6683544303797468,0.9784723352448358,2.3975720789074355,7,0.48745550823161743,+,GO:0015804,neutral amino acid transport
1096,8,1.3739389426656738,0.9838557844799074,5.8226750487752,17,0.4910326640466144,+,GO:0043123,positive regulation of I-kappaB kinase/NF-kappaB signaling
1097,8,1.3739389426656738,0.9829597409603446,5.8226750487752,17,0.4910326640466144,+,GO:0042692,muscle cell differentiation
1098,8,1.3739389426656738,0.9820653280932288,5.8226750487752,17,0.4910326640466144,+,GO:0050727,regulation of inflammatory response
1102,14,1.2773338607594937,0.9911497334277989,10.960329503576848,32,0.4973785968930219,+,GO:0010639,negative regulation of organelle organization
1103,8,1.2976090014064698,1.0,6.1651853457619765,18,0.5058938732708727,+,GO:0043242,negative regulation of protein-containing complex disassembly
1104,8,1.2976090014064698,1.0,6.1651853457619765,18,0.5058938732708727,+,GO:0046148,pigment biosynthetic process
1105,8,1.2976090014064698,1.0,6.1651853457619765,18,0.5058938732708727,+,GO:0048167,regulation of synaptic plasticity
1112,68,1.1029676511954993,1.0,61.65185345761977,180,0.5077929040901998,+,GO:0099537,trans-synaptic signaling
1113,22,1.1894749179559307,1.0,18.49555603728593,54,0.5094771978814169,+,GO:0046394,carboxylic acid biosynthetic process
1114,22,1.1894749179559307,1.0,18.49555603728593,54,0.5094771978814169,+,GO:0016053,organic acid biosynthetic process
1127,56,1.1122362869198312,1.0,50.34901365705615,147,0.5160296000152353,+,GO:1903508,positive regulation of nucleic acid-templated transcription
1128,56,1.1122362869198312,1.0,50.34901365705615,147,0.5160296000152353,+,GO:0045893,"positive regulation of transcription, DNA-templated"
1129,56,1.1122362869198312,1.0,50.34901365705615,147,0.5160296000152353,+,GO:1902680,positive regulation of RNA biosynthetic process
1130,4,1.4598101265822785,1.0,2.740082375894212,8,0.5160769032541095,+,GO:0000281,mitotic cytokinesis
1131,4,1.4598101265822785,1.0,2.740082375894212,8,0.5160769032541095,+,GO:0001678,cellular glucose homeostasis
1132,4,1.4598101265822785,1.0,2.740082375894212,8,0.5160769032541095,+,GO:0090087,regulation of peptide transport
1133,4,1.4598101265822785,1.0,2.740082375894212,8,0.5160769032541095,+,GO:0016575,histone deacetylation
1134,4,1.4598101265822785,0.9994158884163283,2.740082375894212,8,0.5160769032541095,+,GO:0006476,protein deacetylation
1135,4,1.4598101265822785,0.9985361209089196,2.740082375894212,8,0.5160769032541095,+,GO:0006112,energy reserve metabolic process
1136,4,1.4598101265822785,0.9976579009257104,2.740082375894212,8,0.5160769032541095,+,GO:0002040,sprouting angiogenesis
1137,4,1.4598101265822785,0.9967812243871114,2.740082375894212,8,0.5160769032541095,+,GO:0005977,glycogen metabolic process
1138,4,1.4598101265822785,0.9959060872278601,2.740082375894212,8,0.5160769032541095,+,GO:0009081,branched-chain amino acid metabolic process
1139,4,1.4598101265822785,0.9950324853969584,2.740082375894212,8,0.5160769032541095,+,GO:0006073,cellular glucan metabolic process
1140,4,1.4598101265822785,0.9941604148576098,2.740082375894212,8,0.5160769032541095,+,GO:0010833,telomere maintenance via telomere lengthening
1141,4,1.4598101265822785,0.9932898715871564,2.740082375894212,8,0.5160769032541095,+,GO:0006368,transcription elongation from RNA polymerase II promoter
1142,4,1.4598101265822785,0.992420851577019,2.740082375894212,8,0.5160769032541095,+,GO:0033209,tumor necrosis factor-mediated signaling pathway
1143,4,1.4598101265822785,0.9915533508326334,2.740082375894212,8,0.5160769032541095,+,GO:0019915,lipid storage
1144,4,1.4598101265822785,0.990687365373391,2.740082375894212,8,0.5160769032541095,+,GO:0050728,negative regulation of inflammatory response
1145,4,1.4598101265822785,0.9898228912325765,2.740082375894212,8,0.5160769032541095,+,GO:0044042,glucan metabolic process
1151,9,1.3138291139240508,0.9974430184198643,6.850205939735529,20,0.5227726829934867,+,GO:0009267,cellular response to starvation
1153,23,1.157780445220428,1.0,19.865597225233035,58,0.5251200938843662,+,GO:0015711,organic anion transport
1156,24,1.1678481012658228,1.0,20.55061781920659,60,0.5304337142932726,+,GO:0071897,DNA biosynthetic process
1157,16,1.2293137908061291,1.0,13.015391285497508,38,0.531156877707563,+,GO:0006470,protein dephosphorylation
1158,9,1.2512658227848101,1.0,7.1927162367223065,21,0.5354042850185433,+,GO:0046854,phosphatidylinositol phosphate biosynthetic process
1159,9,1.2512658227848101,1.0,7.1927162367223065,21,0.5354042850185433,+,GO:0070507,regulation of microtubule cytoskeleton organization
1160,9,1.2512658227848101,1.0,7.1927162367223065,21,0.5354042850185433,+,GO:0031032,actomyosin structure organization
1171,16,1.1977929243752028,1.0,13.357901582484283,39,0.5367935550292338,+,GO:0046942,carboxylic acid transport
1176,25,1.1585794655414907,1.0,21.57814871016692,63,0.5399640482372015,+,GO:0090066,regulation of anatomical structure size
1188,17,1.2105742513121334,1.0,14.042922176457838,41,0.5456963868429551,+,GO:0035725,sodium ion transmembrane transport
1192,101,1.0722968929804373,1.0,94.19033167136354,275,0.5481398226049287,+,GO:0010605,negative regulation of macromolecule metabolic process
1193,10,1.2694001100715466,1.0,7.877736830695859,23,0.5492644200637227,+,GO:0043122,regulation of I-kappaB kinase/NF-kappaB signaling
1194,17,1.1817510548523207,1.0,14.385432473444613,42,0.5510021793807227,+,GO:0050808,synapse organization
1195,5,1.4598101265822787,1.0,3.4251029698677646,10,0.5528517973651235,+,GO:0042168,heme metabolic process
1196,5,1.4598101265822787,1.0,3.4251029698677646,10,0.5528517973651235,+,GO:0035303,regulation of dephosphorylation
1197,5,1.4598101265822787,1.0,3.4251029698677646,10,0.5528517973651235,+,GO:0034204,lipid translocation
1198,5,1.4598101265822787,1.0,3.4251029698677646,10,0.5528517973651235,+,GO:0006778,porphyrin-containing compound metabolic process
1199,5,1.4598101265822787,1.0,3.4251029698677646,10,0.5528517973651235,+,GO:0097035,regulation of membrane lipid distribution
1200,5,1.4598101265822787,1.0,3.4251029698677646,10,0.5528517973651235,+,GO:0045332,phospholipid translocation
1201,5,1.4598101265822787,1.0,3.4251029698677646,10,0.5528517973651235,+,GO:0006334,nucleosome assembly
1202,5,1.4598101265822787,1.0,3.4251029698677646,10,0.5528517973651235,+,GO:0006308,DNA catabolic process
1203,5,1.4598101265822787,1.0,3.4251029698677646,10,0.5528517973651235,+,GO:0043009,chordate embryonic development
1204,67,1.0928187539777952,1.0,61.30934316063299,179,0.5545038497624173,+,GO:0007268,chemical synaptic transmission
1205,67,1.0928187539777952,1.0,61.30934316063299,179,0.5545038497624173,+,GO:0098916,anterograde trans-synaptic signaling
1206,27,1.1592609828741625,1.0,23.2907001951008,68,0.5545382201265122,+,GO:0007005,mitochondrion organization
1207,27,1.1424600990643918,1.0,23.633210492087578,69,0.5574227483129489,+,GO:0006644,phospholipid metabolic process
1208,27,1.1424600990643918,1.0,23.633210492087578,69,0.5574227483129489,+,GO:0006631,fatty acid metabolic process
1209,18,1.1943901035673188,1.0,15.070453067418166,44,0.5589719381617801,+,GO:0051092,positive regulation of NF-kappaB transcription factor activity
1210,10,1.2165084388185654,1.0,8.220247127682637,24,0.5602319909310808,+,GO:0009952,anterior/posterior pattern specification
1211,10,1.2165084388185654,1.0,8.220247127682637,24,0.5602319909310808,+,GO:0071496,cellular response to external stimulus
1212,39,1.1163253909158601,1.0,34.9360502926512,102,0.5603277546506878,+,GO:0005975,carbohydrate metabolic process
1213,87,1.0717593334401538,1.0,81.17494038586604,237,0.561766178267331,+,GO:0051172,negative regulation of nitrogen compound metabolic process
1221,19,1.1802720172367358,1.0,16.097983958378496,47,0.5711562873151594,+,GO:0044242,cellular lipid catabolic process
1222,5,1.3271001150747987,1.0,3.7676132668545415,11,0.5727687135937723,+,GO:0035601,protein deacylation
1223,5,1.3271001150747987,1.0,3.7676132668545415,11,0.5727687135937723,+,GO:0098732,macromolecule deacylation
1224,5,1.3271001150747987,1.0,3.7676132668545415,11,0.5727687135937723,+,GO:0033013,tetrapyrrole metabolic process
1225,5,1.3271001150747987,1.0,3.7676132668545415,11,0.5727687135937723,+,GO:0017156,calcium-ion regulated exocytosis
1226,5,1.3271001150747987,1.0,3.7676132668545415,11,0.5727687135937723,+,GO:0031330,negative regulation of cellular catabolic process
1276,11,1.1894749179559307,1.0,9.247778018642965,27,0.5814906986737235,+,GO:0032886,regulation of microtubule-based process
1293,12,1.208118725447403,1.0,9.932798612616518,29,0.5912898439958467,+,GO:0006661,phosphatidylinositol biosynthetic process
1294,21,1.1354078762306612,1.0,18.49555603728593,54,0.597137373450046,+,GO:0006605,protein targeting
1296,6,1.3475170399221033,1.0,4.452633860828095,13,0.598306303784597,+,GO:0032392,DNA geometric change
1297,6,1.3475170399221033,1.0,4.452633860828095,13,0.598306303784597,+,GO:1901379,regulation of potassium ion transmembrane transport
1298,6,1.3475170399221033,1.0,4.452633860828095,13,0.598306303784597,+,GO:0032508,DNA duplex unwinding
1299,6,1.3475170399221033,1.0,4.452633860828095,13,0.598306303784597,+,GO:0016073,snRNA metabolic process
1301,12,1.1678481012658228,1.0,10.275308909603295,30,0.5999574921895973,+,GO:0019318,hexose metabolic process
1303,22,1.146993670886076,1.0,19.180576631259484,56,0.6024605091428207,+,GO:0060627,regulation of vesicle-mediated transport
1304,2,1.9464135021097044,1.0,1.0275308909603296,3,0.6072432004655824,+,GO:0030838,positive regulation of actin filament polymerization
1305,2,1.9464135021097044,1.0,1.0275308909603296,3,0.6072432004655824,+,GO:0046887,positive regulation of hormone secretion
